"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
571945,"Mikolas, Miles","R",2703,138,"43.3",-1.970840714821016,6.42627081,-0.1460003909962062,4.7039010341384655
669372,"Ginn, J.T.","R",515,133,"41.7",-1.8597728704655734,5.651572816,-0.141562280601561,4.121028860391471
681982,"Anderson, Grant","R",483,140,"-2.9",-3.1819698579569793,4.157453416,-1.0367783669726123,4.266337137542762
686563,"Cannon, Jonathan","R",2027,145,"25.1",-2.6737350163078335,5.798815984,-0.5003058496394924,4.781583414677255
687134,"Blalock, Bradley","R",551,9999,"62.2",-0.853468488034098,6.403793103,0.2771494603880163,4.258390229399792
642834,"Bermúdez, Jonathan","L",121,146,"30.5",2.0407861104867013,5.197438017,0.19147192513368982,4.108029956836225
700249,"Povich, Cade","L",1381,110,"40.8",1.7929954178565328,5.811354091,0.008872285834879017,4.271760473242032
519151,"Pressly, Ryan","R",953,117,"57.2",-1.01651713279015,5.962497377,0.2383271434797329,4.013429325537328
571657,"Farmer, Kyle","R",1,142,"52.2",-1.7147881031965544,7.21,-0.38474117647058825,5.493885294117646
570632,"Ureña, José","R",1758,140,"31.3",-2.2282608574594542,5.668714448,-0.1909553983926799,4.4283971451617195
545121,"Vargas, Ildemaro","R",3,120,"33.1",-2.2271630889565452,5.593333333,-0.5695778966131907,4.509426827094474
663567,"Lambert, Peter","R",1039,115,"53.7",-1.1604147387975738,6.097901829,0.18678143997296173,4.264264220361344
676092,"Snider, Collin","R",676,136,"20.3",-2.469626050500645,5.200473373,-0.23806533187777532,4.37648662402831
621114,"Burr, Ryan","R",570,141,"57.5",-1.0442098807459177,6.402,0.21706496825843571,4.424119813146951
680891,"Neely, Jack","R",98,112,"34.1",-2.1850931509342577,6.121428571,-0.2640764842300557,4.818790107861324
687765,"Spence, Mitch","R",2480,133,"47.4",-1.6672343903423557,6.205987903,-0.09307258405928345,4.494800895362532
592741,"Shreve, Chasen","L",10,115,"36.1",1.745268051926267,5.908,-0.1390635383244207,4.534378324420677
663855,"Hicks, Jordan","R",1958,137,"29.4",-2.3196527608033333,5.615955056,-0.2930885606197164,4.474915976550339
661269,"Gutierrez, Vladimir","R",80,146,"41.6",-1.674477866914897,5.21675,0.11640258021390372,3.6254655759803924
554430,"Wheeler, Zack","R",3134,143,"24.7",-2.6740014675524755,5.228321634,-0.4150136293108646,4.190937892950307
687330,"Kelly, Kevin","R",1032,139,"3.0",-2.7095154995990702,3.715707364,-0.6287912040203681,3.6057412820061074
677955,"Hill, Jaden","R",151,115,"23.5",-2.3822224450111738,5.654834437,-0.2532363854753218,4.727174967241563
690829,"Joyce, Ben","R",541,108,"27.8",-2.14031106601779,5.21,-0.03887459036378796,4.0996784410924505
630023,"Chirinos, Yonny","R",515,146,"44.7",-1.5625910969429175,6.636213592,0.1578299595036603,4.932302019798212
669456,"Bieber, Shane","R",166,114,"42.2",-1.51225074066065,5.73253012,0.04536308549706849,4.318646917616995
656730,"Megill, Trevor","R",668,158,"54.7",-1.1810597834824417,6.602080838,0.2646625329554793,4.562165012888667
678226,"Hernández, Daysbel","R",330,144,"40.1",-1.968023056543889,5.794242424,-0.23665139658618276,4.333675741911095
605463,"Scott, Tayler","R",1178,117,"13.2",-2.783731494946468,4.77655348,-0.5824923124937582,4.259493113573569
690916,"Fitts, Richard","R",314,111,"54.1",-1.1445262012099178,6.126305732,0.253456710037808,4.191422567753215
680885,"Schwellenbach, Spencer","R",1887,144,"33.2",-2.2589370031130778,5.439798622,-0.5218472213484318,4.3018217798956595
668964,"Myers, Tobias","R",2151,158,"60.5",-0.8445685461695736,5.887168759,0.2729993789316578,3.908980008635042
458681,"Lynn, Lance","R",2038,138,"31.9",-2.576636910056013,5.578954858,-0.5491585598232518,4.313939074474471
664192,"Lucchesi, Joey","L",179,121,"45.0",1.820846886354395,5.961787709,0.1738329449606151,4.312728582738327
573204,"Thielbar, Caleb","L",884,142,"54.3",0.9530242798711938,6.058631222,-0.3798266098232793,4.207859372907943
678692,"Henriquez, Ronny","R",303,142,"43.2",-1.4498771298967612,5.348745875,-0.006844629462946311,3.9917520702070197
674444,"Cruz, Steven","R",82,118,"32.2",-2.328663860941805,5.609146341,-0.3509076866223208,4.364144541541671
670174,"Winckowski, Josh","R",1240,111,"51.0",-1.1569769240218726,6.031991935,0.2679147856649991,4.270517621327122
573186,"Stroman, Marcus","R",2579,147,"32.5",-1.9202310426276117,5.226281504,-0.1884409515633953,4.121246778311587
676477,"Whitlock, Garrett","R",320,111,"29.5",-2.2772277102007092,5.46459375,-0.3077658402963456,4.351205801581992
673929,"Leasure, Jordan","R",560,145,"52.0",-1.1436906971907552,5.894553571,0.25976874411128087,4.099220770785585
667463,"King, John","L",842,138,"27.0",2.435808191449123,5.432612827,0.3942866655234753,4.393474317155073
686826,"Jarvis, Bryce","R",1006,109,"35.8",-1.7970159757579178,5.648449304,-0.07428721503421536,4.40291983845589
673380,"Núñez, Dedniel","R",494,121,"38.8",-1.7678414573059367,5.436923077,0.04703301976661113,3.978091851414842
681217,"Silseth, Chase","R",167,108,"33.5",-2.0185542368869434,5.896047904,-0.11420434958959093,4.636639085465436
694646,"McDermott, Chayce","R",82,110,"42.3",-1.706748627230946,5.527926829,-0.024796709925655403,3.9987970207817045
669459,"Nelson, Kyle","L",145,109,"42.5",1.3845809623905079,5.806413793,-0.11825501444464936,4.431873702747557
668868,"Thompson, Zack","L",317,138,"55.2",1.0379820580972248,5.936088328,-0.30763776463840503,3.9978553920162843
543294,"Hendricks, Kyle","R",2134,112,"43.0",-1.8336664558746967,5.987469541,-0.045843810841197714,4.321524930377708
805673,"Matthews, Zebby","R",715,142,"42.0",-1.8221338457328353,5.974237762,-0.23925469042543918,4.551288997544353
676568,"Vanasco, Ricky","R",45,9999,"51.3",-1.1430777965923387,5.697111111,0.37690441671618147,3.7919444206773623
663773,"Hoeing, Bryan","R",782,9999,"35.1",-1.816695896808922,6.117557545,0.029364766629739556,4.818519591886977
676106,"Hancock, Emerson","R",1013,136,"27.5",-2.099057783313883,5.568716683,-0.06295074512619371,4.511082102190247
679885,"Martinez, Justin","R",1176,109,"42.0",-1.8093757681284628,6.25130102,-0.06097415723865304,4.677376624816594
572020,"Paxton, James","L",1708,9999,"42.3",1.9248453831795176,6.051522248,0.11154186688833519,4.399527986679021
650911,"Sánchez, Cristopher","L",2796,143,"32.2",2.0508939527051173,6.181698856,0.07531110307824525,4.93729900701664
670970,"Morejon, Adrian","L",1053,135,"42.8",1.7560198025908729,5.811889839,0.12577444911660593,4.303193932961252
679845,"Loftin, Nick","R",3,118,"46.0",-1.7097406038081941,6.566666667,-0.27864530600118836,5.086048039215686
678821,"Peralta, Luis","L",181,115,"33.1",2.0151399229494835,5.320939227,0.08931289479126661,4.065251376291349
621244,"Berríos, José","R",2907,141,"39.6",-2.1500712370168373,5.611795666,-0.35319167722879224,4.127703021227874
672782,"Gómez, Yoendrys","R",214,147,"41.6",-1.6687226195525895,5.505981308,0.10579252836223701,3.927581633681509
687924,"Aguiar, Julian","R",530,113,"28.4",-2.0913283590862872,5.524207547,-0.05857864224935258,4.4232434221235675
593334,"Germán, Domingo","R",373,134,"30.5",-2.4725901582935266,5.501689008,-0.28895885913224684,4.212455881158215
682842,"Uribe, Abner","R",258,158,"42.1",-1.9381313076523272,5.952209302,0.034766709157235835,4.169584456742522
642048,"Saucedo, Tayler","L",626,136,"21.9",2.585825785712794,5.266964856,0.3115446763253662,4.35250099989749
608371,"Sims, Lucas","R",885,9999,"38.1",-1.6565552681324234,5.688056497,0.08792771846077935,4.318566518827356
700187,"Taylor, Troy","R",328,136,"30.6",-2.1268274730103043,5.638506098,-0.2368368464958046,4.522088026879263
607200,"Fedde, Erick","R",2891,9999,"37.2",-1.7711946611825542,5.82611899,0.11966506383755358,4.388129700416371
669432,"Rogers, Trevor","L",2243,9999,"22.7",2.468977066349182,5.706486848,0.23645099227304903,4.7717027890295265
595897,"Burdi, Nick","R",210,147,"23.7",-2.3360171763312017,5.42447619,-0.029513486121721402,4.410028480604359
687792,"Herz, DJ","L",1586,120,"37.2",1.870260647418564,5.790296343,0.03271410705976761,4.392995163338757
669111,"McMillon, John","R",180,146,"40.7",-1.7400518512405343,5.621277778,-0.0591151237868885,4.177354297385619
662253,"Muñoz, Andrés","R",951,136,"29.1",-1.8772175200294248,5.174984227,-0.02993547358911067,4.147179719537183
672851,"Adon, Joan","R",178,120,"34.0",-1.9486132827775702,5.746011236,-0.025349131767109297,4.447859646698314
613534,"Adams, Austin","R",805,133,"10.7",-2.7466544962727455,5.187677019,-0.5356057264644987,4.767770259850977
680694,"Bradish, Kyle","R",674,110,"58.0",-0.9076092352455899,6.354985163,0.24773578338807872,4.502538497781089
628708,"Marte, Yunior","R",482,143,"33.1",-2.295514937509941,5.551576763,-0.264096646659418,4.226805648441944
621016,"Cuas, Jose","R",319,9999,"3.1",-3.2604028766708857,4.192288401,-0.8086646645321002,4.057726795802389
685801,"Bigge, Hunter","R",300,9999,"51.2",-1.2996246970568255,5.667566667,0.0422599842543078,3.9997615947712437
643511,"Rogers, Tyler","R",992,137,"-64.1",-2.699542500989422,1.099647177,-1.6707343370852734,3.2186675634128274
677076,"Andrews, Clayton","L",15,147,"36.7",1.7599424794887497,5.406666667,0.10486619132501482,4.176160784313725
686730,"Spiers, Carson","R",1554,113,"30.2",-2.0396908324296703,5.318732304,-0.07962340392340395,4.180772751074223
650556,"Abreu, Bryan","R",1270,117,"45.1",-1.6400657213600986,5.750322835,0.00825571939871154,4.089015636588213
685126,"Eisert, Brandon","L",110,141,"34.5",2.407360062159136,5.001818182,0.7144497496353912,3.836515995786744
676604,"Zuber, Tyler","R",75,139,"35.0",-1.8080285810748797,5.1708,-0.08052023410576352,3.958924944741533
664076,"Cleavinger, Garrett","L",1040,139,"35.0",2.093840354210482,5.287298077,0.2420073922768408,3.9919834434560526
681911,"Vesia, Alex","L",1090,119,"61.3",0.7824376343029458,5.897899083,-0.33753797625472226,3.8506953260069663
676684,"Vest, Will","R",1143,116,"46.2",-1.5107271951801289,5.549256343,-0.0032502969325804115,3.977396642665656
572971,"Keuchel, Dallas","L",308,158,"45.8",1.6498457033160148,6.163474026,0.06967596852790696,4.541006735132073
663969,"Phillips, Tyler","R",578,143,"29.2",-2.2169970158256653,5.86783737,-0.06861603769220809,4.668565173873888
669711,"Weissert, Greg","R",1028,111,"15.7",-2.770719985955184,4.826809339,-0.5399130020738395,4.201374541015562
595881,"Beede, Tyler","R",265,114,"31.1",-2.4009658494887884,5.337169811,-0.28229388020045076,4.05980910032623
671737,"Bradley, Taj","R",2294,139,"54.4",-1.298487122609478,6.105797733,0.013338093173387286,4.275271618979682
663546,"Hjelle, Sean","R",1209,137,"28.1",-2.223239156383707,6.42688172,0.04849064724017286,5.214660385492643
656849,"Peterson, David","L",1871,121,"40.9",1.7605148115858416,6.129834313,-0.11821820820840845,4.502925692076544
666129,"Garrett, Braxton","L",588,146,"42.4",1.6996680543697085,5.817942177,-0.0025360830695914586,4.261065096038413
623474,"Herget, Jimmy","R",189,144,"0.5",-2.954822502243351,4.935978836,-0.6333738246140206,4.910772765469822
641329,"Baker, Bryan","R",369,110,"56.9",-0.9688573013952821,6.551653117,0.3982301520706831,4.45074861237917
671109,"Eder, Jake","L",45,145,"34.5",2.201647125195241,5.658444444,0.23815798970093086,4.3076228441275495
605483,"Snell, Blake","L",1773,137,"57.1",1.107154249909983,6.638742245,-0.18897046703724796,4.6362516383603145
671305,"Otañez, Michel","R",601,133,"32.5",-2.1473972622078112,5.638252912,-0.17749528474527004,4.384631796233847
686796,"Walston, Blake","L",343,109,"32.8",2.1042762490515674,6.021282799,0.1018645525742765,4.730265339902197
607625,"Lugo, Seth","R",3112,118,"32.6",-2.20298098268094,5.485899743,-0.1693410549812355,4.182185503645243
615698,"Quantrill, Cal","R",2545,115,"45.7",-1.545979076758116,6.315347741,0.15818215045403763,4.568522694458739
641427,"Busenitz, Alan","R",75,113,"39.6",-1.6399840725032402,6.0472,0.06962772311348782,4.6335817777777795
608334,"Fulmer, Carson","R",1469,108,"37.7",-2.045996826934501,5.659142274,-0.2742225990129947,4.2872376675900945
669438,"Englert, Mason","R",365,116,"33.1",-2.371512748418393,5.633178082,-0.3994605750494466,4.34530759455962
694973,"Skenes, Paul","R",2125,134,"23.3",-2.7569570580160883,5.664536471,-0.5522816388801508,4.71492533140401
663554,"Mize, Casey","R",1788,116,"43.3",-1.6622942337749902,5.647869128,-0.07558678324899205,4.1527199200851825
676282,"Cantillo, Joey","L",711,114,"55.4",0.9686616458358865,5.949901547,-0.2979485905217475,4.117452305381944
621242,"Díaz, Edwin","R",912,121,"20.4",-2.727227196541152,4.920405702,-0.708979971737499,4.168061341745629
660600,"Paredes, Enoli","R",319,9999,"42.5",-1.8882617365923995,5.09354232,-0.17769804731810088,3.5257371383948275
684007,"Imanaga, Shota","L",2590,112,"39.6",1.8620924556216754,5.426718147,0.1671868783680551,4.027508508042042
650893,"Cabrera, Génesis","L",1030,141,"45.0",1.5394733943652739,5.925815534,-0.16798951802433237,4.217905889708042
656657,"Logue, Zach","L",43,119,"21.4",2.4069745214515192,5.085813953,0.38586220826597023,4.293177660324173
641401,"Brogdon, Connor","R",97,9999,"33.3",-1.9813828164758027,6.016082474,-0.02234314368671553,4.727519742911224
681293,"Arrighetti, Spencer","R",2505,117,"24.6",-2.2408396621029714,5.059361277,-0.1838152854718368,4.116487344419895
544150,"Suárez, Albert","R",2233,110,"40.0",-1.7782574205615909,6.231957009,0.023472518366138128,4.719309859002021
800049,"Mazur, Adam","R",584,135,"49.8",-1.2097051744641583,6.07864726,0.3975609422691867,4.174703602300196
677020,"Walker, Josh","L",215,121,"42.3",1.8879543817535003,6.163255814,0.08357617792148574,4.519605528748498
656529,"Hentges, Sam","L",351,114,"39.2",1.8589264883064913,6.433105413,-0.0990439444723759,4.838849302222831
680570,"Rodriguez, Grayson","R",1869,110,"37.6",-1.8171576882126415,5.593017657,0.055452273752538125,4.148739274436353
686539,"Cronin, Declan","R",1074,146,"21.9",-2.4435140252768672,5.27216946,-0.05533926265613738,4.312299881164594
669467,"Pallante, Andre","R",1880,138,"58.8",-1.3553052922705113,5.998718085,-0.2236832402719308,4.1305193380930705
670167,"Schreiber, John","R",895,118,"9.0",-2.8844318206224666,4.223027933,-0.6107909671476515,3.8613552576703647
681871,"Villalobos, Eli","R",71,146,"46.9",-1.1696472097487838,6.113239437,0.36226056840149645,4.47418278602094
542881,"Anderson, Tyler","L",2913,108,"57.5",0.9518018076415898,6.404263646,-0.23215594948087517,4.5346497621762
592288,"Emanuel, Kent","L",302,146,"24.0",2.471699258373555,5.872450331,0.23888987203550893,4.879311332943779
675627,"Grove, Michael","R",787,119,"56.7",-0.9780954222271697,5.940914867,0.18507359486939048,4.170438387047092
643493,"Pruitt, Austin","R",78,140,"54.8",-1.0774092284897046,5.928589744,0.180079610585493,4.147247290781115
670280,"Bednar, David","R",1009,134,"40.8",-1.6814010821205507,5.897333994,-0.04265297642076925,4.480788854498463
681402,"Varland, Gus","R",453,9999,"48.4",-1.2173987163348805,5.367019868,0.23870720213431543,3.7264931740466616
547184,"Kelly, Michael","R",470,133,"36.3",-1.8776934320018066,6.079,-0.0031871968748814787,4.70348068475746
518617,"Diekman, Jake","L",593,121,"19.6",2.7961190701130407,5.572917369,0.5130898293519465,4.757135344317095
694738,"Roupp, Landen","R",906,137,"26.5",-2.399600977717485,5.254359823,-0.363595555378483,4.2392510119701186
694350,"Brzykcy, Zach","R",104,120,"48.4",-1.2570911179240774,5.763365385,0.26032743555464144,4.056784461127107
700270,"Diaz, Yilber","R",469,109,"42.9",-1.5350342066741258,5.688464819,0.14379481298625285,4.125259457487203
683627,"Molina, Anthony","R",1042,115,"50.7",-1.2552328637125252,6.295316699,0.1752700409879531,4.546622135291037
671922,"Smith, Cade","R",1166,114,"37.2",-1.898284407795695,5.744914237,0.030333961194020723,4.278840376854
687362,"Gillispie, Connor","R",138,114,"38.5",-2.1577613755928677,5.356231884,-0.37749695032163094,3.9386873330491623
657585,"Garrett, Reed","R",953,121,"37.3",-1.7004036261137252,5.594113326,0.07412007825929195,4.243786012741449
663559,"Falter, Bailey","L",2137,134,"56.0",0.8691145239582376,5.781478708,-0.3274440548789389,4.007466766845414
621345,"Minter, A.J.","L",522,144,"42.6",1.713468157048791,5.7298659,0.17220237756196172,4.313516341918167
681867,"Criswell, Cooper","R",1755,111,"12.4",-2.7972511503152,4.977219373,-0.39934396036788183,4.450454474711925
696136,"Wicks, Jordan","L",852,112,"49.7",1.577723630979483,5.943931925,0.04596207926405733,4.135179667846648
656240,"Blewett, Scott","R",319,142,"49.5",-1.2778226556272294,6.267774295,0.1978937002330143,4.53561233383065
686790,"McDonald, Trevor","R",39,137,"32.0",-2.3563924747961087,5.105128205,-0.32417147493029846,3.8319751199780607
687847,"Church, Marc","R",15,140,"56.8",-0.8558691057895516,6.45,0.4148396434937612,4.512437688651219
623211,"Brazobán, Huascar","R",899,9999,"38.2",-2.0508502570254104,5.857919911,0.00416380965977249,4.237374733562156
571527,"Buchanan, David","R",58,113,"53.8",-1.1738999453737815,6.254482759,0.2059529135165038,4.369454908107442
681882,"Selby, Colin","R",112,9999,"49.8",-1.307364413707328,5.712410714,0.2458444375477464,3.8751310884581116
679156,"Pennington, Walter","L",329,9999,"28.7",2.5271979768533503,5.768176292,0.43675975786833104,4.625125065693587
808967,"Yamamoto, Yoshinobu","R",1421,119,"46.1",-1.3543471716474045,5.515559465,0.03593674360026139,4.074549087973744
656716,"McKinstry, Zach","R",12,116,"55.8",-1.3819049077178056,6.914166667,-0.21496599821746878,5.200885308972074
663436,"Martin, Davis","R",892,145,"39.4",-1.9998082767437,5.99853139,-0.22209126020159395,4.536434285248962
593423,"Montas, Frankie","R",2632,9999,"42.7",-1.670266926842493,5.940531915,0.033713203937280944,4.37181050294877
668941,"Romero, JoJo","L",919,138,"32.0",1.9926235348445134,5.421936888,0.07813011798843589,4.227675486025847
669062,"Miller, Erik","L",1269,137,"37.1",1.9534487080830594,6.389078014,-0.006170083676424951,4.911736635370526
592332,"Gausman, Kevin","R",2864,141,"36.1",-2.077901528296473,5.678823324,-0.1422783686354175,4.264443529922131
502043,"Gibson, Kyle","R",2763,138,"45.1",-1.662214414900451,6.247676439,0.0013884058700306989,4.579021336053271
573009,"Mantiply, Joe","L",867,109,"14.8",2.8299705732320737,5.123483276,0.4914883072532778,4.505959850900626
608566,"Márquez, Germán","R",70,115,"40.2",-1.8614505028316592,6.022857143,-0.0844460873440285,4.518092709447416
663542,"Hudson, Bryan","L",927,158,"13.3",2.90634665074149,5.020248112,0.43752985480158535,4.434065435143361
621111,"Buehler, Walker","R",1336,119,"45.5",-1.5334914752059103,5.537769461,-0.07321128311558697,4.051138617350861
571539,"Carasiti, Matt","R",170,115,"36.4",-1.7080280616203822,5.884823529,0.07498232253329135,4.568418809374018
607067,"Rea, Colin","R",2650,158,"34.5",-1.9164222712561925,5.576962264,-0.08772867638650655,4.319599294790312
683155,"Estes, Joey","R",2027,133,"37.3",-1.782555973471248,5.862654169,0.0325712567944162,4.479246618071363
683232,"Mears, Nick","R",1011,9999,"60.8",-0.6235561307854041,6.16520277,0.46931632294316883,4.209868329480875
663462,"Campbell, Isaiah","R",119,111,"48.2",-1.669396799185401,6.485294118,-0.0853715491544211,4.712500319807069
642701,"Santana, Dennis","R",1106,9999,"32.3",-2.4010185760972993,5.741491863,-0.3426287560478741,4.440307997859678
656420,"Feyereisen, J.P.","R",156,119,"46.5",-1.6290540696572804,6.236538462,-0.01913809132044426,4.53694970062617
675989,"Bolton, Cody","R",312,136,"32.8",-1.9578779346776756,5.403653846,0.022192690479455185,4.126448098633394
681066,"Bush, Ky","L",328,145,"48.4",1.3728858110816782,6.286402439,-0.22634646238207023,4.486914555073692
605452,"Ross, Joe","R",1197,158,"34.7",-1.9998368919108325,5.689206349,-0.14489318088745315,4.404681786611508
542585,"Cisnero, José","R",313,108,"27.0",-2.321511382096401,5.376325879,-0.20462149259936316,4.295717694896724
641927,"Ober, Bailey","R",2692,142,"35.0",-2.1973382258598333,5.985746657,-0.16501370367206739,4.5609444013820575
681676,"Fernandez, Ryan","R",1190,138,"52.6",-1.1512344728632116,5.781991597,0.24951944202279844,3.945472516439731
677865,"Bruihl, Justin","L",99,134,"39.5",1.9509342526158293,5.466767677,0.3545777849799239,4.149969200921874
683004,"Leiter, Jack","R",669,140,"50.3",-1.4004909955953295,5.656053812,-0.04980494299363992,4.02546996608128
666619,"Santos, Gregory","R",112,136,"33.5",-2.0954316890644846,5.763928571,-0.03275253055767762,4.397904773045582
572955,"Johnson, Pierce","R",916,144,"39.2",-1.9382777214791878,6.133831878,-0.18777349564875573,4.704488011407414
622250,"Sborz, Josh","R",284,140,"49.9",-1.339387998553577,6.296866197,0.13436927989505648,4.544691903919056
642520,"Garabito, Gerson","R",492,140,"43.7",-1.9088330753844984,5.731422764,-0.24177285534686882,4.136518987399095
622065,"Young, Alex","L",267,9999,"30.4",2.000585273942034,5.931423221,-0.000577065432914738,4.75936241229212
656756,"Montgomery, Jordan","L",1929,109,"45.6",1.6284171017978524,6.603639191,-0.08761701471766431,4.8534655836565275
681035,"Scott, Christian","R",787,121,"31.9",-2.230384329094705,5.21815756,-0.2603132190429599,3.988894657162853
658648,"Avila, Pedro","R",1419,9999,"45.0",-1.681233814127215,5.781057082,-0.016615217465037142,4.111801814815235
643410,"Leiter Jr., Mark","R",1008,9999,"50.3",-1.3895920347935498,5.802847222,0.015165158323430381,4.11038207601222
663765,"Woodford, Jake","R",618,9999,"27.4",-2.5275568442047573,5.174967638,-0.4865858334919726,4.114325042832672
570257,"Rodríguez, Joely","L",249,111,"31.3",2.200863693909588,5.522088353,0.19635342725626212,4.302855856939339
680739,"Winder, Josh","R",141,142,"44.3",-1.6104052976308785,5.835319149,0.1562031914893617,4.107565677425061
694361,"Klein, Will","R",146,9999,"49.9",-1.499293932232085,5.905205479,-0.04051795533904717,4.175012213390961
671131,"Rutledge, Jackson","R",139,120,"38.0",-1.952199699816184,6.117553957,-0.14140702304466593,4.70251075417741
647315,"Pop, Zach","R",735,141,"29.6",-2.435485718532209,5.425918367,-0.33450363854632825,4.228111163374437
686752,"Pepiot, Ryan","R",2148,139,"41.8",-1.6844739431351583,5.964283054,-0.03205098628413613,4.4877147556737205
608032,"Estévez, Carlos","R",821,9999,"42.0",-1.623036274475369,5.995517661,0.20386821416862608,4.3503057441579225
622075,"Almonte, Yency","R",266,112,"39.4",-2.139622716770561,5.831203008,-0.21944443394582724,4.253908466688112
666808,"Doval, Camilo","R",1116,137,"19.3",-2.202440306555308,5.472858423,-0.014273112689194277,4.705413142893191
641154,"López, Pablo","R",2985,142,"38.3",-2.100353182545739,5.583159129,-0.215652955000791,4.093698536682215
676272,"Miller, Bobby","R",1053,119,"47.4",-1.2477083212670468,6.02951567,0.32421517462203775,4.318551870134213
670161,"Dunshee, Parker","R",51,144,"34.7",-1.9063863378182333,5.944117647,-0.11531175247282513,4.704624791164236
664350,"Sánchez, Sixto","R",599,146,"33.7",-2.1511158404837736,5.75951586,-0.25213655781025435,4.493434988200779
592836,"Walker, Taijuan","R",1355,143,"40.6",-1.901149116197378,6.453365314,-0.10949153297682711,4.9178185323388055
543766,"Shaw, Bryan","R",95,145,"40.0",-1.9882462964147223,6.039894737,-0.30908400506614125,4.631013784595178
623465,"Phillips, Evan","R",904,119,"25.6",-2.121680703645093,5.261139381,-0.0940422695526319,4.291960151258816
663372,"Feltner, Ryan","R",2577,115,"42.0",-1.7236567941658798,5.536550252,-0.045955342163676034,4.02576168720002
676979,"Crochet, Garrett","L",2367,145,"37.6",1.9859444118600609,6.100397127,0.059108583147511835,4.6174817521370395
622259,"Wingenter, Trey","R",179,9999,"29.0",-2.6368216707275662,5.55452514,-0.4186911027793544,4.322470634043358
664123,"Effross, Scott","R",55,147,"-2.9",-3.1675839351204145,3.825818182,-0.862879121698266,3.9427593761140813
656271,"Burke, Brock","L",575,9999,"40.9",1.9488510787385216,6.270313043,0.14937077966364415,4.7089278998682484
674072,"Henry, Tommy","L",706,109,"42.6",1.7343022364358345,5.773144476,-0.05249212845838825,4.130223279453427
456501,"Cueto, Johnny","R",167,108,"32.6",-2.206427810859145,5.451137725,-0.22154574594127258,4.181854521972101
656605,"Keller, Mitch","R",2848,134,"34.7",-1.951417531477569,5.753110955,-0.16204622598464843,4.512348614282295
680689,"Richardson, Lyon","R",26,113,"31.9",-2.095968716554484,5.568461538,-0.2115470656794186,4.39781776360894
656814,"Ortiz, Luis F.","R",10,143,"35.9",-1.8737084788360625,6.053,0.008650775401069517,4.68745183600713
695549,"Jobe, Jackson","R",48,116,"46.0",-1.3601774674607454,5.780625,0.14031333370469398,4.223292637774808
692230,"Rodriguez, Carlos","R",233,158,"34.5",-1.9412507937567196,5.676566524,-0.1502982029331436,4.447346980789975
680880,"Holman, Grant","R",292,133,"46.1",-1.8182348640101786,6.154041096,-0.05984687141357168,4.32493849138036
687424,"Maldonado, Anthony","R",297,146,"36.4",-1.9801076187281328,6.230909091,-0.11958146437638417,4.858504426319037
672282,"Detmers, Reid","L",1557,108,"45.4",1.4723519362551243,6.140706487,-0.11360945125057663,4.531957868381192
669373,"Skubal, Tarik","L",2741,116,"48.1",1.877647645323954,6.163600876,0.17231184771942004,4.266464126738547
663562,"Davis, Noah","R",365,115,"31.7",-2.0476708750148322,5.840027397,-0.1584735106097234,4.674537115718017
641482,"Cortes, Nestor","L",2849,147,"47.1",1.6822741184557892,5.71963145,0.2844120817011193,4.215708523771352
668943,"Miller, Ryan","R",219,108,"32.8",-2.0621631372058467,4.756438356,-0.12059257197274924,3.5052276866163674
592351,"Gray, Jon","R",1619,140,"32.4",-2.077590352065997,5.604848672,-0.1304788436448195,4.369111647338488
683003,"Jones, Jared","R",1823,134,"44.6",-1.601699255672146,5.544443225,-0.05199715161684285,4.0167315825317775
683822,"Uwasawa, Naoyuki","R",62,111,"50.6",-1.4571805543741343,6.257580645,-0.0005924084296475333,4.480406395549422
656458,"Gilbreath, Lucas","L",47,115,"45.8",1.4952363817426666,5.741702128,-0.10937858118102177,4.094871267114197
642216,"Winans, Allan","R",138,144,"31.5",-2.022873385316655,5.845362319,-0.03417379872897776,4.627806707742386
519242,"Sale, Chris","L",2813,144,"10.9",3.2200375542114323,5.101283327,0.8792517942225208,4.6503050915883986
641745,"Keller, Brad","R",743,9999,"49.4",-1.2957611814269199,6.359286676,0.22598266914253765,4.58368870479796
657571,"Ferguson, Caleb","L",940,9999,"39.0",1.7808939055707742,5.645840426,-0.10054259671179877,4.121473185136725
650895,"Castillo, Diego","R",177,142,"32.9",-2.355290471895526,5.872090395,-0.27422114766810696,4.526495624741934
622072,"Wood, Alex","L",751,133,"18.1",2.796178874473037,4.779360852,0.44471252708806563,4.0105343448189075
643338,"Green, Chad","R",840,141,"44.7",-1.6124984857835312,6.093202381,0.06477915096341566,4.433717508382145
680767,"Vodnik, Victor","R",1312,115,"42.5",-1.508661656118361,5.276036585,0.16746991170220868,3.733388228093341
621389,"Blach, Ty","L",1133,115,"20.9",2.31925444135602,5.738358341,0.13436002048416243,4.901690177671007
519326,"Strickland, Hunter","R",1157,108,"31.7",-2.3017080151034364,5.880458081,-0.31566356195027695,4.653020648320612
665622,"Medina, Luis","R",720,133,"42.2",-1.8429352889123292,6.226444444,-0.06424833556149737,4.611155994503862
664776,"Cousins, Jake","R",644,147,"24.3",-2.3583224964616893,5.67378882,-0.2790572595243629,4.735671139602084
